id,addedDate,name,author,difficulty,length,shortDescription,longDescription,imageURL,minecraftVersion,downloadCount,series,objectives,bonusObjectives,mapType,downloadLink,published,hasDownload,shortDesc_clean,shortDesc_clean_noStop,longDesc_clean,longDesc_clean_noStop
10,20190118,HOURGLASS,SrMaMr & Tecnocraft2802,Medium,Short,Hourglass es un Mapa MiniCTM Hardcore para la versiÃ³n 1.11.2,"HOURGLASS<br>
âœ¸ Mapa creado por: SrMaMr & Tecnocraft2802 âœ¸<br>
Hourglass es un Mapa MiniCTM Hardcore para la version 1.11.2<br><br><br>


â—ˆNORMASâ—ˆ<br><br>

âœ”Jugar En La VersiÃ³n 1.11.2.<br><br>

âœ”No Aprovecharse De Bugs Que Proporcionen Ventajas.<br><br>

âœ”Estas En Modo Hardcore Si Mueres El Mapa Se BorrarÃ¡ Puedes Crear Copias Si Lo Deseas.<br><br>

âœ”DiviÃ©rtete.<br><br><br>


â—ˆOBJETIVOâ—ˆ<br><br>

âœ”Para Completar El Mapa Debes Conseguir Las Doce Lanas y Colocarlas En El Monumento.<br><br><br>


â—ˆTRAILERâ—ˆ<br><br>

https://youtu.be/wynYKJygycI",/map_img/9.png,1.11.2,3086,,12,0,Branching,https://ctmrepository.com/map_dl/HOURGLASS [1.11.2].rar,1,0,"hourglass es un mapa minictm hardcore para la versiã³n one thousand, one hundred and twelve","hourglass es un mapa minictm hardcore para la versiã³n one thousand, one hundred twelve",hourglassbr âœ¸ mapa creado por srmamr tecnocraft2802 âœ¸br hourglass es un mapa minictm hardcore para la version 1112brbrbr â—ˆnormasâ—ˆbrbr âœ”jugar en la versiã³n 1112brbr âœ”no aprovecharse de bugs que proporcionen ventajasbrbr âœ”estas en modo hardcore si mueres el mapa se borrarã¡ puedes crear copias si lo deseasbrbr âœ”diviã©rtetebrbrbr â—ˆobjetivoâ—ˆbrbr âœ”para completar el mapa debes conseguir las doce lanas y colocarlas en el monumentobrbrbr â—ˆtrailerâ—ˆbrbr httpsyoutubewynykjygyci,hourglassbr âœ¸ mapa creado por srmamr tecnocraft2802 âœ¸br hourglass es un mapa minictm hardcore para la version 1112brbrbr â—ˆnormasâ—ˆbrbr âœ”jugar en la versiã³n 1112brbr âœ”no aprovecharse de bugs que proporcionen ventajasbrbr âœ”estas en modo hardcore si mueres el mapa se borrarã¡ puedes crear copias si lo deseasbrbr âœ”diviã©rtetebrbrbr â—ˆobjetivoâ—ˆbrbr âœ”para completar el mapa debes conseguir las doce lanas colocarlas en el monumentobrbrbr â—ˆtrailerâ—ˆbrbr httpsyoutubewynykjygyci
11,20190118,LAST NIGHT,Tecnocraft2802,Hard,Short,"LAST NIGHT es un mapa MiniCTM Hardcore de la 1.12. 
Tu verdadero enemigo es el Tiempo.","âœ¡ CREATED BY: Tecnocraft2802 âœ¡<br><br>

LAST NIGHT es un mapa MiniCTM Hardcore de la 1.12.<br>
Tu verdadero enemigo es el Tiempo.<br><br><br>


       âœ¡ REGLAS âœ¡<br><br>

â˜… Jugar en la versiÃ³n 1.12.<br><br>

â˜… No aprovecharse de bugs que te proporcionen ventajas.<br><br>

â˜… No modificar o usar comandos.<br><br>

â˜… El mapa estÃ¡ en UltraHardcore, asÃ­ que no podrÃ¡s regenerar vida naturalmente.<br><br>

â˜… Una vez salga el sol morirÃ¡s automÃ¡ticamente.<br><br>

â˜… Estas en modo Hardcore, si mueres el mapa se borrarÃ¡. Puedes crear copias si lo deseas.<br><br><br>


       âœ¡ OBJETIVO âœ¡<br><br>

â˜… Para completar el mapa deberÃ¡s de obtener las dos lanas (ROJA, NEGRA) y colocarlas 
    en el monumento antes de que salga el sol.<br><br><br>


       âœ¡ TRAILER âœ¡<br><br>

https://youtu.be/bWfj4n-hLzk",/map_img/10.png,1.12,2083,,2,0,Linear,https://ctmrepository.com/map_dl/LAST NIGHT [1.12] v1.1.rar,1,0,last night es un mapa minictm hardcore de la one hundred and twelve tu verdadero enemigo es el tiempo,last night es un mapa minictm hardcore de la one hundred twelve tu verdadero enemigo es el tiempo,âœ¡ created by tecnocraft2802 âœ¡brbr last night es un mapa minictm hardcore de la 112br tu verdadero enemigo es el tiempobrbrbr âœ¡ reglas âœ¡brbr â˜… jugar en la versiã³n 112brbr â˜… no aprovecharse de bugs que te proporcionen ventajasbrbr â˜… no modificar o usar comandosbrbr â˜… el mapa estã¡ en ultrahardcore asã­ que no podrã¡s regenerar vida naturalmentebrbr â˜… una vez salga el sol morirã¡s automã¡ticamentebrbr â˜… estas en modo hardcore si mueres el mapa se borrarã¡ puedes crear copias si lo deseasbrbrbr âœ¡ objetivo âœ¡brbr â˜… para completar el mapa deberã¡s de obtener las dos lanas roja negra y colocarlas en el monumento antes de que salga el solbrbrbr âœ¡ trailer âœ¡brbr httpsyoutubebwfj4nhlzk,âœ¡ created tecnocraft2802 âœ¡brbr last night es un mapa minictm hardcore de la 112br tu verdadero enemigo es el tiempobrbrbr âœ¡ reglas âœ¡brbr â˜… jugar en la versiã³n 112brbr â˜… aprovecharse de bugs que te proporcionen ventajasbrbr â˜… modificar usar comandosbrbr â˜… el mapa estã¡ en ultrahardcore asã­ que podrã¡s regenerar vida naturalmentebrbr â˜… una vez salga el sol morirã¡s automã¡ticamentebrbr â˜… estas en modo hardcore si mueres el mapa se borrarã¡ puedes crear copias si lo deseasbrbrbr âœ¡ objetivo âœ¡brbr â˜… para completar el mapa deberã¡s de obtener las dos lanas roja negra colocarlas en el monumento antes de que salga el solbrbrbr âœ¡ trailer âœ¡brbr httpsyoutubebwfj4nhlzk
13,20190118,Minimalist,Kaladun,Easy,Short,"A tiny map with a massive adventure! The classic 16-wool CTM where every wool dungeon is a 24 block cube. Downloaded 20,000 times, and so iconic it inspired the CTM community Austerity maps!","A tiny map with a massive adventure! The classic 16-wool CTM where every wool dungeon is a 24 block cube. Downloaded 20,000 times, and so iconic it inspired the CTM community Austerity maps!<br><br>

Fill the Majestic Monument with wool while you battle your way through the tiny dungeons! From the laybrinth of Perilous Pyramids to the horrible screams of the Ghastly Glacier, each wool dungeon has unique enemies to fight and items to find. Search for Averages 4-8 hours of gameplay.",/map_img/12.png,1.8,5687,,16,1,Branching,"https://ctmrepository.com/map_dl/=minimalist= v1.0, by Kaladun.zip",1,0,a tiny map with a massive adventure the classic 16wool ctm where every wool dungeon is a twenty-four block cube downloaded twenty thousand times and so iconic it inspired the ctm community austerity maps,tiny massive adventure classic 16wool ctm every wool dungeon twenty-four cube downloaded twenty thousand times iconic inspired ctm community austerity,a tiny map with a massive adventure the classic 16wool ctm where every wool dungeon is a twenty-four block cube downloaded twenty thousand times and so iconic it inspired the ctm community austerity mapsbrbr fill the majestic monument with wool while you battle your way through the tiny dungeons from the laybrinth of perilous pyramids to the horrible screams of the ghastly glacier each wool dungeon has unique enemies to fight and items to find search for averages forty-eight hours of gameplay,tiny massive adventure classic 16wool ctm every wool dungeon twenty-four cube downloaded twenty thousand times iconic inspired ctm community austerity mapsbrbr fill majestic monument wool battle way tiny dungeons laybrinth perilous pyramids horrible screams ghastly glacier wool dungeon unique enemies fight find search averages forty-eight hours gameplay
14,20190118,Fantasy Challenge,MineBye,Hard,Short,"A MiniCTM Hardcore, a real challenge. Be prepared to face your doom.","This is my 1st Minecraft CTM Map, you are free to make videos and that stuff.",/map_img/13.jpg,1.12.2,1532,,2,0,Linear,https://ctmrepository.com/map_dl/Fantasy Challenge.rar,1,0,a minictm hardcore a real challenge be prepared to face your doom,minictm hardcore real challenge prepared face doom,this is my 1st minecraft ctm map you are free to make videos and that stuff,1st ctm free make videos stuff
18,20190114,Gloom and Shroom,14er,Medium,Short,Delve into the mushroom filled caverns of what was once the only CTM map available for 1.13 (though now it has friends :D ),"Take a lap around the lava-filled pools on these fungal caverns as you seek to track down the wool.<br>
Made entirely in 1.13 and being the first map released in 1.13, it is a little rough around the edges, but still a nice little piece of CTM history.",/map_img/GloomShroom.png,1.13.2,1532,,3,0,Linear,https://ctmrepository.com/map_dl/Gloom and Shroom by 14er.zip,1,0,delve into the mushroom filled caverns of what was once the only ctm map available for one hundred and thirteen though now it has friends d,delve mushroom filled caverns ctm available one hundred thirteen though friends,take a lap around the lavafilled pools on these fungal caverns as you seek to track down the woolbr made entirely in one hundred and thirteen and being the first map released in one hundred and thirteen it is a little rough around the edges but still a nice little piece of ctm history,take lap around lavafilled pools fungal caverns seek track woolbr made entirely one hundred thirteen first released one hundred thirteen little rough around edges still nice little piece ctm history
19,20190122,Rift Up,Stetofire,Medium,Medium,An obsidian spire has pierced up through a small island. Follow a trail of journals and discover its source!,"<style>
	.centerTextRiftUp {
		text-align: center;
	}
	.monoRiftUp {
		font-family: monospace;
	}
	.mapTitleRiftUp {
		font-family: fantasy;
		color: red;
	}
</style>
<h2 class=""centerTextRiftUp mapTitleRiftUp"">- Rift Up -</h2><br>
<h4 class=""centerTextRiftUp monoRiftUp"">
	Estimated Playtime: 4-6 hours
</h4>
<div class=""centerTextRiftUp"">
	An obsidian spire has pierced up through a small island. Follow a trail of journals and discover its source!
</div>
<h3 class=""monoRiftUp"">
	Rules:
</h3>
<ul>
	<li>
		Standard CTM rules apply.
	</li>
	<li>
		This is a survival adventure. You can break as many blocks as you want, sometimes even revealing secrets.
	</li>
	<li>
		Most of the materials you need can be found in chests, so use those primarily, but any other things collected are free game for crafting.
	</li>
	<li>
		Keep clouds off.
	</li>
	<li>
		Voice is trustworthy; anything it tells you will be the truth.
	</li>
	<li>
		And as always, the last rule is to have fun! :D
	</li>
</ul>",/map_img/14.png,1.12,2128,,5,0,Adventure,https://ctmrepository.com/map_dl/Rift Up.zip,1,0,an obsidian spire has pierced up through a small island follow a trail of journals and discover its source,obsidian spire pierced small island follow trail journals discover source,style centertextriftup textalign center monoriftup fontfamily monospace maptitleriftup fontfamily fantasy color red style h2 classcentertextriftup maptitleriftup rift up h2br h4 classcentertextriftup monoriftup estimated playtime forty-six hours h4 div classcentertextriftup an obsidian spire has pierced up through a small island follow a trail of journals and discover its source div h3 classmonoriftup rules h3 ul li standard ctm rules apply li li this is a survival adventure you can break as many blocks as you want sometimes even revealing secrets li li most of the materials you need can be found in chests so use those primarily but any other things collected are free game for crafting li li keep clouds off li li voice is trustworthy anything it tells you will be the truth li li and as always the last rule is to have fun d li ul,style centertextriftup textalign center monoriftup fontfamily monospace maptitleriftup fontfamily fantasy color red style h2 classcentertextriftup maptitleriftup rift h2br h4 classcentertextriftup monoriftup estimated playtime forty-six hours h4 div classcentertextriftup obsidian spire pierced small island follow trail journals discover source div h3 classmonoriftup rules h3 ul li standard ctm rules apply li li survival adventure break many want sometimes even revealing secrets li li materials need found chests use primarily things collected free game crafting li li keep clouds li li voice trustworthy anything tells truth li li always last rule fun li ul
20,20190304,Archangel's Fall,"Athena, Fornan_II, PearUhDox, Vehudur",Medium,Long,"Marooned upon the crags, a lighthouse beckons. Discover the remains of a once great city, and the horrors that befell it.","Marooned in a mysterious trio of islands, discover an ancient city hidden within the islands, as well as face the horrors that led to its ruin. Follow the ruin to find the 12 discs, and place them upon the monument in the hope that they shall bring you salvation... Archangel's Fall is a 12 disc CTM map for 1.13.2. In it, you'll explore a Gothic horror themed ruined city, as well as all sorts of monsters (from zombies, vampires, werewolves, oh my!). The map is open world, meaning dungeons can be explored and tackled in any order that you please. As you play, you will also uncover relics from the past that tell the story of Archangel's Fall, in addition to, of course, the discs for the monument.

Cathedrals, graveyards, observatories, castles, and even hell itself awaits you. Are you up to the challenge?",/map_img/15.png,1.13.2,11600,,12,0,Open World,https://www.mediafire.com/file/xwlt724vg6rirph/Archangel%2527s_Fall_v1.2.zip/file,1,0,marooned upon the crags a lighthouse beckons discover the remains of a once great city and the horrors that befell it,marooned upon crags lighthouse beckons discover remains great city horrors befell,"marooned in a mysterious trio of islands discover an ancient city hidden within the islands as well as face the horrors that led to its ruin follow the ruin to find the twelve discs and place them upon the monument in the hope that they shall bring you salvation archangels fall is a twelve disc ctm map for one thousand, one hundred and thirty-two in it youll explore a gothic horror themed ruined city as well as all sorts of monsters from zombies vampires werewolves oh my the map is open world meaning dungeons can be explored and tackled in any order that you please as you play you will also uncover relics from the past that tell the story of archangels fall in addition to of course the discs for the monument cathedrals graveyards observatories castles and even hell itself awaits you are you up to the challenge","marooned mysterious trio islands discover ancient city hidden within islands well face horrors led ruin follow ruin find twelve discs place upon monument hope shall bring salvation archangels fall twelve disc ctm one thousand, one hundred thirty-two youll gothic horror themed ruined city well sorts monsters zombies vampires werewolves oh open meaning dungeons explored tackled order please play also uncover relics past tell story archangels fall addition course discs monument cathedrals graveyards observatories castles even hell awaits challenge"
21,20190319,The Corrupted Path,Heliceo,Hard,Long,"Are you looking for a huge, challenging, heavily combat-oriented CTM map? Venture the infamous first installment of the Ragecraft series and fight your way to complete the monument in this insane adventure","Face one of the hardest CTM maps ever created. Discover gigantic and astonishing areas, fight the toughest custom mobs and craziest mechanics you can imagine while your abilities are pushed to the limits, and maybe your sanity...

This map is considsered ROM-hack difficulty, meaning even veterans are going to have a rough time. Step up your game or die while trying.

Are you ready to rage?",/map_img/16.jpg,1.5.2,3264,Ragecraft,18,0,Open World,https://ctmrepository.com/map_dl/Ragecraft %231 - The Corrupted Path.zip,1,0,are you looking for a huge challenging heavily combatoriented ctm map venture the infamous first installment of the ragecraft series and fight your way to complete the monument in this insane adventure,looking huge challenging heavily combatoriented ctm venture infamous first installment ragecraft series fight way complete monument insane adventure,face one of the hardest ctm maps ever created discover gigantic and astonishing areas fight the toughest custom mobs and craziest mechanics you can imagine while your abilities are pushed to the limits and maybe your sanity this map is considsered romhack difficulty meaning even veterans are going to have a rough time step up your game or die while trying are you ready to rage,face one hardest ctm ever created discover gigantic astonishing areas fight toughest custom mobs craziest mechanics imagine abilities pushed limits maybe sanity considsered romhack difficulty meaning even veterans going rough time step game die trying ready rage
22,20190319,From Flames Reborn,Gustavo Team,Medium,Medium,"""From Flames: Reborn"" is an open world CTM map, set in the post-apocalyptic world, based on the original ""From Flames"".","You survived nuclear holocaust, hiding inside your personal atomic shelter, but now you are forced to go out, into the ashes and flames of the destroyed Flemchester city.
<br><br>
The only hope for you is to find 16 cores, disguised as wool, to find a mysterious device, capable of saving your world from the lava flood and an eternal night.
<br><br>
This new edition features new locations, new enemies, new features, and rebalanced loot and spawners.
<br><br>
<a href=""http://www.mediafire.com/file/ww8vikea9z40z26/From_Flames_CTM_v02.zip/file"">Original Version for MC 1.5!</a>",/map_img/17.png,1.12.2,1915,,16,0,Open World,https://ctmrepository.com/map_dl/From Flames Reborn 1.12 v03.zip,1,0,from flames reborn is an open world ctm map set in the postapocalyptic world based on the original from flames,flames reborn open ctm set postapocalyptic based original flames,you survived nuclear holocaust hiding inside your personal atomic shelter but now you are forced to go out into the ashes and flames of the destroyed flemchester city brbr the only hope for you is to find sixteen cores disguised as wool to find a mysterious device capable of saving your world from the lava flood and an eternal night brbr this new edition features new locations new enemies new features and rebalanced loot and spawners brbr a hrefhttpwwwmediafirecomfileww8vikea9z40z26fromflamesctmv02zipfileoriginal version for mc 15a,survived nuclear holocaust hiding inside personal atomic shelter forced go ashes flames destroyed flemchester city brbr hope find sixteen cores disguised wool find mysterious device capable saving lava flood eternal night brbr edition features locations enemies features rebalanced loot spawners brbr hrefhttpwwwmediafirecomfileww8vikea9z40z26fromflamesctmv02zipfileoriginal version mc 15a
23,20190319,Insomnia,Heliceo,Hard,Long,"Are you looking for a huge, challenging, heavily combat-oriented map? Welcome to the map that changed completely the CTM genre taking mechanics and custom mobs to the next level","Are you looking for the ultimate CTM challenge? 

The second instalment on the Ragecraft series is an extensive and difficult map with gorgeous and enormous areas, original custom mob design and epic loot.

The player will be forced to develop various strategies and different playstyles to deal with the unique command block mechanics the map has to offer throughout the many dungeons. All of this will push your skills to its limits, and possibly your sanity...

Are you ready to rage?",/map_img/18.jpg,1.7.2,6278,Ragecraft,16,16,Branching,https://ctmrepository.com/map_dl/-= Insomnia [Ragecraft II] =-.zip,1,0,are you looking for a huge challenging heavily combatoriented map welcome to the map that changed completely the ctm genre taking mechanics and custom mobs to the next level,looking huge challenging heavily combatoriented welcome changed completely ctm genre taking mechanics custom mobs next level,are you looking for the ultimate ctm challenge the second instalment on the ragecraft series is an extensive and difficult map with gorgeous and enormous areas original custom mob design and epic loot the player will be forced to develop various strategies and different playstyles to deal with the unique command block mechanics the map has to offer throughout the many dungeons all of this will push your skills to its limits and possibly your sanity are you ready to rage,looking ultimate ctm challenge second instalment ragecraft series extensive difficult gorgeous enormous areas original custom mob design epic loot player forced develop various strategies different playstyles deal unique command mechanics offer throughout many dungeons push skills limits possibly sanity ready rage
24,20190319,The Prophecy,Heliceo,Hard,Long,"Are you looking for a huge, challenging, heavily combat-oriented map? This map is a unique adventure that offers a challenge even for veterans, pushing the player's skills to the limits.","This map builds on the many themes and mechanics introduced in the previous two, while offering a whole new experience taking full advantage of the 1.8 commands.<br>
It features 16 action packed areas, dozens of items with unique custom abilities, five breathtaking boss battles, and much more.
<br><br>
Will you fulfill the prophecy?
<br>
Note: 1.8.9 also works just fine.",/map_img/19.jpg,1.8.8,51112,Ragecraft,16,12,Branching,https://ctmrepository.com/map_dl/-= Ragecraft III - The Prophecy =-.zip,1,0,are you looking for a huge challenging heavily combatoriented map this map is a unique adventure that offers a challenge even for veterans pushing the players skills to the limits,looking huge challenging heavily combatoriented unique adventure offers challenge even veterans pushing players skills limits,this map builds on the many themes and mechanics introduced in the previous two while offering a whole new experience taking full advantage of the eighteen commandsbr it features sixteen action packed areas dozens of items with unique custom abilities five breathtaking boss battles and much more brbr will you fulfill the prophecy br note one hundred and eighty-nine also works just fine,builds many themes mechanics introduced previous two offering whole experience taking full advantage eighteen commandsbr features sixteen action packed areas dozens unique custom abilities five breathtaking boss battles much brbr fulfill prophecy br note one hundred eighty-nine also works fine
25,20190410,Kitten's Revolt,The Cool Cats Cuteyard,Medium,Medium,"Originally designed to be built quickly as a collaborative mapping challenge, explore a variety of randomly themed areas in a fresh take on classic CTM!","Designed by 8 different mapmakers, Kitten's Revolt is the result of a mapping challenge taken on by many, where the goal was to quickly make a medium sized map in just a week. While the time constraints were not met, the project was successfully completed. Each area was built by a different mapmaker, with a random adjective and noun determining the theme. Collect wool in the color of the rainbow as you delve into each of these unique and interesting dungeons!

This map contains areas from the following mapmakers: Athena, Blam, Deneb, Fornan_II, Omegaplayer, PearUhDox, Tala, and Teewie.",/map_img/20.jpg,1.12.2,8591,Kitten's Revolt Series,10,8,Branching,https://www.mediafire.com/file/0cfmr63qqei07p4/Kitten%2527s_Revolt.zip/file,1,0,originally designed to be built quickly as a collaborative mapping challenge explore a variety of randomly themed areas in a fresh take on classic ctm,originally designed built quickly collaborative mapping challenge variety randomly themed areas fresh take classic ctm,designed by eight different mapmakers kittens revolt is the result of a mapping challenge taken on by many where the goal was to quickly make a medium sized map in just a week while the time constraints were not met the project was successfully completed each area was built by a different mapmaker with a random adjective and noun determining the theme collect wool in the color of the rainbow as you delve into each of these unique and interesting dungeons this map contains areas from the following mapmakers athena blam deneb fornanii omegaplayer pearuhdox tala and teewie,designed eight different mapmakers kittens revolt result mapping challenge taken many goal quickly make medium sized week time constraints met project successfully completed area built different mapmaker random adjective noun determining theme collect wool color rainbow delve unique interesting dungeons contains areas following mapmakers athena blam deneb fornanii omegaplayer pearuhdox tala teewie
